magnitude,latitude,longitude,depth,Referencia de localizacion,date_utc,time_utc
4,18.6568,-102.221,90.4,"43 km al SUROESTE de NUEVA ITALIA, MICH",2020-04-27,0:38:32
4,17.7908,-102.643,16.3,"43 km al SUROESTE de LA MIRA, MICH",2020-04-27,6:21:45
4.1,17.3508,-100.748,15.4,"19 km al NOROESTE de TECPAN, GRO",2020-04-27,11:10:32
4,15.9977,-95.1413,9.9,"21 km al SURESTE de SALINA CRUZ, OAX",2020-04-27,23:33:50
4.6,14.66,-93.7972,16.1,"130 km al SUROESTE de PIJIJIAPAN, CHIS",2020-04-28,1:44:34
4.1,14.7588,-93.6993,4.7,"115 km al SUROESTE de MAPASTEPEC, CHIS",2020-04-28,2:31:53
4.3,16.1133,-95.0067,10.5,"22 km al SURESTE de SALINA CRUZ, OAX",2020-04-28,6:36:49
4.3,15.4333,-94.798,19.2,"93 km al SURESTE de SALINA CRUZ, OAX",2020-04-28,11:18:50
4,15.4005,-95.6185,31.3,"69 km al SURESTE de CRUCECITA, OAX",2020-04-29,4:21:53
4.1,17.2307,-94.4452,156.4,"75 km al NORESTE de MATIAS ROMERO, OAX",2020-04-29,4:33:14
4,17.4353,-94.7832,170.8,"53 km al SURESTE de SAYULA DE ALEMAN, VER",2020-04-29,6:16:14
4,18.0547,-103.297,3.3,"81 km al SUR de COALCOMAN, MICH",2020-04-29,6:32:32
4,16.073,-95.2835,27.8,"15 km al SUROESTE de SALINA CRUZ, OAX",2020-04-29,6:34:46
4.2,13.982,-93.361,10,"151 km al SUROESTE de CD HIDALGO, CHIS",2020-04-29,9:40:57
4.3,16.4285,-93.0628,229.9,"22 km al SUR de SUCHIAPA, CHIS",2020-04-29,9:41:33
4.3,16.037,-98.6585,15.6,"73 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-29,14:05:37
4,16.5763,-94.6712,4.2,"20 km al NORESTE de UNION HIDALGO, OAX",2020-04-30,0:43:32
4,16.09,-98.5937,10.9,"64 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-04-30,7:33:09
4,16.6308,-95.4518,18.5,"38 km al OESTE de CD IXTEPEC, OAX",2020-04-30,8:47:14
4,17.5347,-104.055,10,"153 km al SUR de TECOMAN, COL",2020-04-30,8:53:50
4.1,17.1352,-95.4038,106.6,"48 km al NOROESTE de MATIAS ROMERO, OAX",2020-04-30,22:43:49
4.2,17.1293,-95.4305,107.2,"50 km al NOROESTE de MATIAS ROMERO, OAX",2020-05-01,7:32:45
4.2,17.5373,-94.5185,148.2,"50 km al SUR de MINATITLAN, VER",2020-05-01,11:07:14
4.1,17.4042,-95.8655,96.5,"78 km al SUROESTE de ISLA, VER",2020-05-01,11:11:52
4.1,17.5965,-101.378,43.7,"13 km al NOROESTE de PETATLAN, GRO",2020-05-01,15:55:13
4.6,14.3537,-93.4308,15,"134 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-01,22:53:07
4,18.094,-94.6902,10,"10 km al NOROESTE de OTEAPAN, VER",2020-05-02,11:11:34
4.1,15.1228,-97.9607,16.1,"113 km al SUROESTE de RIO GRANDE, OAX",2020-05-02,12:23:16
4,19.5488,-108.15,10,"327 km al SUROESTE de PUERTO VALLARTA, JAL",2020-05-02,17:07:56
4,27.9773,-112.043,10,"74 km al NORESTE de SANTA ROSALIA, BCS",2020-05-02,17:28:24
4.4,17.0223,-95.2837,111.2,"31 km al NOROESTE de MATIAS ROMERO, OAX",2020-05-02,22:02:08
4.1,15.22,-93.639,55.6,"69 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-03,5:41:35
4,13.732,-93.4433,10,"174 km al SUROESTE de CD HIDALGO, CHIS",2020-05-03,9:09:11
4.2,16.7827,-94.5175,116.7,"48 km al NORESTE de UNION HIDALGO, OAX",2020-05-03,10:12:17
4,17.3747,-100.987,46.3,"35 km al SURESTE de PETATLAN, GRO",2020-05-03,15:35:11
4.2,19.3965,-103.861,89.5,"19 km al NOROESTE de VILLA DE ALVAREZ, COL",2020-05-04,3:28:05
4.1,18.147,-103.285,12.9,"71 km al SUR de COALCOMAN, MICH",2020-05-04,4:20:53
4.1,16.2678,-98.0497,8.3,"8 km al SUR de PINOTEPA NACIONAL, OAX",2020-05-04,6:29:38
4,17.0907,-94.865,128.5,"31 km al NORESTE de MATIAS ROMERO, OAX",2020-05-05,0:24:39
4,17.3303,-100.732,3.3,"16 km al NOROESTE de TECPAN, GRO",2020-05-05,1:02:27
4.1,16.044,-98.8438,10,"85 km al SUROESTE de OMETEPEC, GRO",2020-05-05,1:54:48
4.2,15.6397,-93.6355,77.1,"46 km al OESTE de PIJIJIAPAN, CHIS",2020-05-05,3:54:14
4.1,22.6697,-99.258,5,"31 km al SUROESTE de CD MANTE, TAMS",2020-05-05,4:00:10
4,14.9343,-93.0727,68.8,"59 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-05,6:13:02
4.2,15.9552,-98.8203,13.7,"92 km al SUROESTE de OMETEPEC, GRO",2020-05-05,7:41:22
4.2,15.891,-99.4188,16.1,"100 km al SUR de SAN MARCOS, GRO",2020-05-05,10:57:04
4.1,16.6253,-100.489,6.1,"60 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-05-05,11:53:13
4.1,16.4697,-95.0275,2.3,"4 km al NORTE de JUCHITAN DE ZARAGOZA, OAX",2020-05-05,19:34:49
4.1,16.5483,-99.282,6.1,"30 km al SURESTE de SAN MARCOS, GRO",2020-05-05,19:54:30
4,15.9133,-98.6907,16.8,"83 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-05-05,20:27:00
4.1,16.7392,-94.9827,2.4,"16 km al SURESTE de MATIAS ROMERO, OAX",2020-05-06,0:24:39
4,16.102,-97.5057,11.1,"13 km al NOROESTE de RIO GRANDE, OAX",2020-05-06,3:01:49
4,15.5667,-94.8963,25.2,"75 km al SURESTE de SALINA CRUZ, OAX",2020-05-06,5:33:34
4.1,17.235,-94.475,155,"72 km al NORESTE de MATIAS ROMERO, OAX",2020-05-06,8:20:38
4,16.6213,-94.5805,5,"31 km al NORESTE de UNION HIDALGO, OAX",2020-05-06,8:48:35
4.1,16.1538,-94.0973,148.8,"23 km al SUROESTE de ARRIAGA , CHIS",2020-05-06,14:37:33
4.1,15.6152,-94.9313,26.5,"69 km al SURESTE de SALINA CRUZ, OAX",2020-05-06,20:15:11
4,17.2767,-101.103,36.3,"34 km al SURESTE de PETATLAN, GRO",2020-05-06,21:28:42
4,16.9175,-100.126,5,"11 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-05-07,9:17:22
4.1,15.4848,-95.5758,16,"68 km al SURESTE de CRUCECITA, OAX",2020-05-07,11:02:51
4,16.4837,-94.7867,12.3,"5 km al ESTE de UNION HIDALGO, OAX",2020-05-07,17:12:06
4.1,15.8063,-94.807,16.1,"59 km al SURESTE de SALINA CRUZ, OAX",2020-05-07,18:48:55
4,15.9993,-94.0417,88.2,"30 km al SUROESTE de ARRIAGA , CHIS",2020-05-07,22:40:31
4.4,14.73,-93.8272,30,"125 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-07,22:58:08
4,16.0317,-97.895,31.9,"38 km al SURESTE de PINOTEPA NACIONAL, OAX",2020-05-07,23:38:31
4,14.7018,-93.1897,47.3,"88 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-08,4:59:01
4,16.2395,-98.0853,8.6,"12 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-05-08,6:17:51
4,15.482,-94.6782,16.1,"95 km al SURESTE de SALINA CRUZ, OAX",2020-05-08,8:49:46
4,15.8863,-95.0113,25,"38 km al SURESTE de SALINA CRUZ, OAX",2020-05-08,21:54:29
4.3,17.5122,-94.4787,166.2,"53 km al SUR de MINATITLAN, VER",2020-05-09,5:22:37
4,14.7467,-93.7392,13.8,"118 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-09,5:40:02
4,14.5965,-92.5453,65.7,"43 km al OESTE de CD HIDALGO, CHIS",2020-05-09,6:31:26
4,15.7355,-93.8092,88.1,"39 km al SUR de TONALA, CHIS",2020-05-09,7:06:01
4.4,16.2213,-98.0738,11,"14 km al SUR de PINOTEPA NACIONAL, OAX",2020-05-09,8:57:02
4,16.5177,-95.367,61.1,"25 km al NOROESTE de TEHUANTEPEC, OAX",2020-05-09,11:13:08
4.3,15.005,-94.411,11.6,"139 km al SUROESTE de TONALA, CHIS",2020-05-09,13:30:04
4.1,16.9317,-94.8767,118.8,"19 km al NORESTE de MATIAS ROMERO, OAX",2020-05-09,18:14:49
4.3,15.466,-94.796,19.1,"90 km al SURESTE de SALINA CRUZ, OAX",2020-05-10,2:29:48
4,13.65,-92.2195,16.6,"114 km al SUR de CD HIDALGO, CHIS",2020-05-10,8:04:07
4,16.6245,-94.5483,7.3,"34 km al NORESTE de UNION HIDALGO, OAX",2020-05-10,10:22:30
4.2,15.2665,-95.2993,15,"102 km al SUR de SALINA CRUZ, OAX",2020-05-10,14:59:37
4.1,18.21,-102.2,51.1,"21 km al NORTE de LAS GUACAMAYAS, MICH",2020-05-10,15:08:10
4.1,16.8177,-100.171,2.2,"23 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-05-11,10:48:04
4.1,16.5497,-100.489,17,"66 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-05-11,11:28:29
4,16.8972,-95.3118,98.5,"29 km al OESTE de MATIAS ROMERO, OAX",2020-05-11,23:55:50
4,17.7038,-94.1027,7.9,"23 km al SUR de LAS CHOAPAS, VER",2020-05-12,4:12:26
4,15.9188,-94.027,89.1,"34 km al SUROESTE de TONALA, CHIS",2020-05-12,5:36:52
4,16.4855,-95.0102,10,"6 km al NORTE de JUCHITAN DE ZARAGOZA, OAX",2020-05-12,9:10:50
4.1,17.4872,-94.815,31.3,"46 km al SURESTE de SAYULA DE ALEMAN, VER",2020-05-12,13:07:51
4.1,16.5555,-94.6715,122.1,"19 km al NORESTE de UNION HIDALGO, OAX",2020-05-12,14:29:04
4.2,14.5218,-95.075,16.1,"179 km al SURESTE de CRUCECITA, OAX",2020-05-12,20:46:14
4.4,15.333,-94.6082,18.5,"113 km al SURESTE de SALINA CRUZ, OAX",2020-05-12,21:26:12
4.3,16.7135,-95.4798,58.9,"44 km al NOROESTE de CD IXTEPEC, OAX",2020-05-13,7:57:05
4.2,16.7202,-95.3833,68.2,"35 km al NOROESTE de CD IXTEPEC, OAX",2020-05-13,8:43:15
4,15.9908,-95.1407,11,"22 km al SURESTE de SALINA CRUZ, OAX",2020-05-13,9:07:46
4,13.8632,-93.3795,17.4,"160 km al SUROESTE de CD HIDALGO, CHIS",2020-05-13,16:07:04
4,13.9665,-93.3073,10.9,"147 km al SUROESTE de CD HIDALGO, CHIS",2020-05-13,22:17:23
4,16.1388,-95.2417,8.5,"7 km al SUROESTE de SALINA CRUZ, OAX",2020-05-14,4:34:23
4.2,18.5767,-104.563,16.1,"59 km al SUROESTE de MANZANILLO, COL",2020-05-14,17:28:38
4,14.3238,-93.8535,10,"161 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-14,18:42:23
4.1,15.7073,-95.7035,23.4,"47 km al ESTE de CRUCECITA, OAX",2020-05-14,20:48:21
4,16.8678,-94.9442,107.4,"10 km al ESTE de MATIAS ROMERO, OAX",2020-05-14,23:48:03
4,16.6667,-94.8373,10.9,"21 km al NORTE de UNION HIDALGO, OAX",2020-05-15,0:09:23
4.1,17.3527,-94.6395,145.8,"68 km al SURESTE de SAYULA DE ALEMAN, VER",2020-05-15,0:24:11
4,16.9618,-94.8762,106.6,"20 km al NORESTE de MATIAS ROMERO, OAX",2020-05-15,4:12:11
4,16.5635,-94.6618,132.2,"20 km al NORESTE de UNION HIDALGO, OAX",2020-05-15,5:18:36
4,16.0997,-95.2553,27.9,"11 km al SUROESTE de SALINA CRUZ, OAX",2020-05-15,5:56:28
4.4,16.5513,-94.6715,7.2,"19 km al NORESTE de UNION HIDALGO, OAX",2020-05-15,8:18:32
4,15.6155,-95.0643,10,"64 km al SUR de SALINA CRUZ, OAX",2020-05-15,12:09:37
4.1,15.5313,-95.0747,49.3,"73 km al SUR de SALINA CRUZ, OAX",2020-05-15,12:17:14
4,15.8867,-98.9373,16.8,"105 km al SUROESTE de OMETEPEC, GRO",2020-05-15,15:08:13
4.1,16.6632,-93.763,162.8,"6 km al SUROESTE de CINTALAPA, CHIS",2020-05-15,20:53:57
4,14.96,-94.2803,16.1,"137 km al SUROESTE de TONALA, CHIS",2020-05-15,21:03:42
4,18.2147,-103.729,5,"78 km al SUR de TECOMAN, COL",2020-05-16,4:20:49
4,16.2527,-98.0648,7.5,"10 km al SUR de PINOTEPA NACIONAL, OAX",2020-05-16,8:28:03
4,16.5015,-94.7855,16.6,"6 km al NORESTE de UNION HIDALGO, OAX",2020-05-16,10:08:24
4,15.493,-95.2938,20.4,"77 km al SUR de SALINA CRUZ, OAX",2020-05-16,15:31:43
4.1,16.3595,-98.2437,12.2,"21 km al OESTE de PINOTEPA NACIONAL, OAX",2020-05-17,7:46:52
4.4,17.124,-94.6805,131.6,"47 km al NORESTE de MATIAS ROMERO, OAX",2020-05-17,11:05:31
4,14.2633,-93.3565,10,"136 km al SUROESTE de HUIXTLA, CHIS",2020-05-17,18:56:37
4.1,16.6773,-94.6292,5.1,"31 km al NORESTE de UNION HIDALGO, OAX",2020-05-18,12:36:42
4,15.0992,-94.3753,22.3,"128 km al SUROESTE de TONALA, CHIS",2020-05-18,21:08:25
4,18.1112,-103.605,15,"87 km al SUROESTE de COALCOMAN, MICH",2020-05-18,21:33:22
4.1,16.0528,-93.9783,99.7,"22 km al SUROESTE de ARRIAGA , CHIS",2020-05-19,1:41:38
4.1,16.5337,-94.648,29.5,"20 km al NORESTE de UNION HIDALGO, OAX",2020-05-19,5:26:31
4,14.7692,-92.9592,95.4,"67 km al SUROESTE de HUIXTLA, CHIS",2020-05-19,6:24:40
4,15.888,-94.8947,29.4,"46 km al SURESTE de SALINA CRUZ, OAX",2020-05-19,12:34:18
4,15.0563,-94.3357,16.1,"130 km al SUROESTE de TONALA, CHIS",2020-05-19,20:04:41
4,16.3288,-98.2728,11.2,"24 km al OESTE de PINOTEPA NACIONAL, OAX",2020-05-20,0:10:09
4,14.3298,-94.0787,10,"177 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-20,0:32:43
4.1,15.0382,-94.3355,16.1,"132 km al SUROESTE de TONALA, CHIS",2020-05-20,1:04:53
4,16.0235,-95.7762,10,"48 km al NORESTE de CRUCECITA, OAX",2020-05-20,4:19:13
4,16.9237,-95.147,113.3,"13 km al NOROESTE de MATIAS ROMERO, OAX",2020-05-20,5:29:49
4,17.866,-97.4233,66.5,"7 km al OESTE de TEPELMEME, OAX",2020-05-20,6:47:15
4,16.7028,-94.1973,122.4,"51 km al OESTE de CINTALAPA, CHIS",2020-05-20,7:24:56
4,16.9208,-100.016,21,"12 km al SURESTE de COYUCA DE BENITEZ, GRO",2020-05-20,10:23:49
4,15.4033,-94.794,16.1,"96 km al SURESTE de SALINA CRUZ, OAX",2020-05-20,15:33:03
4,15.4687,-94.7317,7.8,"93 km al SURESTE de SALINA CRUZ, OAX",2020-05-20,19:04:14
4,17.7218,-93.8857,15,"30 km al SURESTE de LAS CHOAPAS, VER",2020-05-20,20:13:35
4,19.2237,-107.308,10,"266 km al SUROESTE de PUERTO VALLARTA, JAL",2020-05-20,20:38:55
4.2,16.5048,-95.4542,16.5,"30 km al NOROESTE de TEHUANTEPEC, OAX",2020-05-20,23:18:39
5,15.5203,-94.9307,16.1,"79 km al SURESTE de SALINA CRUZ, OAX",2020-05-21,4:28:51
4.5,15.412,-94.9403,16.2,"89 km al SURESTE de SALINA CRUZ, OAX",2020-05-21,5:59:15
4.1,15.4273,-94.9192,17.2,"89 km al SURESTE de SALINA CRUZ, OAX",2020-05-21,6:26:00
4.1,15.3967,-94.9102,21.5,"92 km al SURESTE de SALINA CRUZ, OAX",2020-05-21,7:42:03
4,15.5002,-94.9697,34,"79 km al SURESTE de SALINA CRUZ, OAX",2020-05-21,7:57:30
4,15.5122,-94.9075,16.2,"80 km al SURESTE de SALINA CRUZ, OAX",2020-05-21,14:46:02
4.2,22.4082,-107.945,16,"182 km al SUROESTE de MAZATLAN, SIN",2020-05-21,17:04:55
4,18.4105,-103.386,49.8,"47 km al SUROESTE de COALCOMAN, MICH",2020-05-22,0:24:54
4.3,17.3952,-94.9225,126.2,"54 km al SUR de SAYULA DE ALEMAN, VER",2020-05-22,5:23:13
4.3,14.6275,-92.4062,73.4,"28 km al OESTE de CD HIDALGO, CHIS",2020-05-22,7:15:14
6.2,22.348,-108.011,5,"191 km al SUROESTE de MAZATLAN, SIN",2020-05-22,8:46:06
4.1,15.415,-94.9278,16.1,"90 km al SURESTE de SALINA CRUZ, OAX",2020-05-22,13:30:07
4.1,15.5388,-94.9643,32.8,"75 km al SURESTE de SALINA CRUZ, OAX",2020-05-22,14:33:58
4,17.328,-94.701,146.8,"62 km al NORESTE de MATIAS ROMERO, OAX",2020-05-22,19:59:55
4,17.3293,-102.055,3.6,"64 km al SUROESTE de ZIHUATANEJO, GRO",2020-05-22,23:27:27
4,16.8753,-99.4643,25.8,"12 km al NOROESTE de SAN MARCOS, GRO",2020-05-23,5:16:04
4.4,14.7212,-93.783,12.6,"123 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-23,5:24:42
4.1,16.9935,-95.8058,20.9,"71 km al ESTE de TLACOLULA, OAX",2020-05-23,6:40:11
4.1,16.13,-94.2407,99.9,"38 km al SUROESTE de ARRIAGA , CHIS",2020-05-23,7:14:06
4.4,22.468,-107.918,16.1,"176 km al SUROESTE de MAZATLAN, SIN",2020-05-23,7:56:57
4.3,17.25,-100.938,6.8,"33 km al OESTE de TECPAN, GRO",2020-05-23,8:36:33
4.8,14.5982,-93.87,15.5,"140 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-23,8:56:52
4.1,16.7848,-96.375,61.5,"22 km al SURESTE de TLACOLULA, OAX",2020-05-23,17:05:58
4,16.3185,-98.0982,14.3,"6 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-05-23,20:06:33
4,17.0237,-95.6842,61.9,"70 km al OESTE de MATIAS ROMERO, OAX",2020-05-23,23:35:20
4.1,18.564,-106.656,13,"233 km al SUROESTE de CIHUATLAN, JAL",2020-05-23,23:42:56
4.2,14.2902,-93.3053,15.1,"130 km al SUROESTE de HUIXTLA, CHIS",2020-05-24,2:21:12
4.5,14.3298,-93.2112,16.5,"120 km al SUROESTE de HUIXTLA, CHIS",2020-05-24,2:34:58
5.3,14.4343,-93.9905,6.9,"162 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-24,3:52:20
4,14.492,-94.0237,7.6,"158 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-24,4:01:10
4.2,16.9445,-95.0782,117,"9 km al NOROESTE de MATIAS ROMERO, OAX",2020-05-24,5:19:14
4.7,14.6282,-92.5498,68.5,"43 km al OESTE de CD HIDALGO, CHIS",2020-05-24,5:53:06
4.1,15.5212,-95.053,53.1,"75 km al SUR de SALINA CRUZ, OAX",2020-05-24,6:48:41
4.2,16.6458,-94.8153,8.1,"19 km al NORTE de UNION HIDALGO, OAX",2020-05-24,7:05:53
4.4,16.609,-94.686,10.5,"21 km al NORESTE de UNION HIDALGO, OAX",2020-05-24,7:41:24
4.4,14.5272,-93.9102,34.1,"149 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-24,9:55:44
4.5,17.3677,-95.0223,134,"55 km al NORTE de MATIAS ROMERO, OAX",2020-05-24,10:32:30
4.2,14.7287,-93.6205,10,"111 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-24,11:22:12
4.1,14.3787,-93.9922,38.3,"167 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-24,12:12:12
4.2,16.8678,-100.19,26.8,"19 km al SUROESTE de COYUCA DE BENITEZ, GRO",2020-05-24,12:51:04
4.1,16.5482,-94.5572,5,"30 km al NORESTE de UNION HIDALGO, OAX",2020-05-24,13:15:10
4.2,14.271,-93.5495,10,"147 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-24,13:42:02
4.1,15.478,-94.9285,28,"83 km al SURESTE de SALINA CRUZ, OAX",2020-05-24,14:11:28
4.2,15.4805,-94.7192,18,"93 km al SURESTE de SALINA CRUZ, OAX",2020-05-24,14:49:34
4,15.784,-94.1753,91.1,"56 km al SUROESTE de TONALA, CHIS",2020-05-24,22:13:31
4,14.6535,-93.7685,23.6,"128 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-25,11:26:36
4.2,15.2188,-94.8665,19,"112 km al SURESTE de SALINA CRUZ, OAX",2020-05-25,12:44:25
4.1,17.4543,-94.3745,194.2,"59 km al SUROESTE de LAS CHOAPAS, VER",2020-05-25,19:22:46
4.2,17.2582,-95.4267,114.2,"59 km al NOROESTE de MATIAS ROMERO, OAX",2020-05-25,20:52:53
4.1,22.4608,-107.737,9.1,"160 km al SUROESTE de MAZATLAN, SIN",2020-05-26,11:51:45
4.2,14.1653,-92.8902,18.5,"98 km al SUROESTE de CD HIDALGO, CHIS",2020-05-26,12:00:50
4.1,15.0255,-94.2778,16.1,"130 km al SUROESTE de TONALA, CHIS",2020-05-26,19:47:21
4,18.539,-103.188,15,"26 km al SUR de COALCOMAN, MICH",2020-05-26,21:02:50
4.2,15.4073,-94.7693,17.5,"97 km al SURESTE de SALINA CRUZ, OAX",2020-05-27,1:05:41
4.1,19.4673,-107.972,10,"313 km al SUROESTE de PUERTO VALLARTA, JAL",2020-05-27,1:11:07
4,19.3377,-106.18,11,"170 km al OESTE de CIHUATLAN, JAL",2020-05-27,2:41:54
4.2,15.462,-94.7385,16.1,"93 km al SURESTE de SALINA CRUZ, OAX",2020-05-27,3:43:47
4,15.4442,-94.7428,16.7,"95 km al SURESTE de SALINA CRUZ, OAX",2020-05-27,3:51:47
4.3,15.4333,-95.045,17.4,"84 km al SUR de SALINA CRUZ, OAX",2020-05-27,4:01:05
4.2,15.4667,-92.1708,170.9,"14 km al NORESTE de MOTOZINTLA, CHIS",2020-05-27,7:16:12
4,16.2505,-98.0873,11.5,"11 km al SUROESTE de PINOTEPA NACIONAL, OAX",2020-05-27,8:09:55
4.2,15.8983,-94.1755,93.1,"47 km al SUROESTE de ARRIAGA , CHIS",2020-05-27,8:59:11
4,27.5145,-112.522,6,"32 km al NOROESTE de SANTA ROSALIA, BCS",2020-05-27,10:04:45
4.1,16.471,-95.1758,3.2,"13 km al SUROESTE de CD IXTEPEC, OAX",2020-05-27,15:08:40
4.1,14.2128,-93.943,17.5,"177 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-27,16:50:48
4.1,15.9348,-95.08,16.3,"30 km al SURESTE de SALINA CRUZ, OAX",2020-05-27,17:46:25
4,16.7317,-95.0107,5,"16 km al SUR de MATIAS ROMERO, OAX",2020-05-28,6:43:08
4,14.7612,-93.7707,61.8,"119 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-28,7:16:06
4.5,15.48,-95.1037,17.9,"78 km al SUR de SALINA CRUZ, OAX",2020-05-28,13:06:31
4.6,15.6332,-94.8055,21.4,"74 km al SURESTE de SALINA CRUZ, OAX",2020-05-28,16:15:43
4,13.7147,-92.5392,10,"115 km al SUROESTE de CD HIDALGO, CHIS",2020-05-28,19:09:09
4,18.1515,-103.523,5,"79 km al SUROESTE de COALCOMAN, MICH",2020-05-28,21:00:06
4,15.3555,-94.8697,18.9,"98 km al SURESTE de SALINA CRUZ, OAX",2020-05-28,22:25:06
4,17.8128,-101.423,37.6,"23 km al NORESTE de ZIHUATANEJO, GRO",2020-05-29,0:11:27
4.3,15.2535,-92.7205,115.5,"28 km al SURESTE de MAPASTEPEC, CHIS",2020-05-29,3:56:19
4,16.782,-95.5538,54.9,"54 km al NOROESTE de CD IXTEPEC, OAX",2020-05-29,4:24:06
4.5,16.6738,-93.7867,156.5,"7 km al SUROESTE de CINTALAPA, CHIS",2020-05-29,4:28:46
4.1,19.1813,-104.079,3.1,"28 km al OESTE de COQUIMATLAN, COL",2020-05-29,5:01:51
4,16.6525,-94.7563,15.1,"21 km al NORESTE de UNION HIDALGO, OAX",2020-05-29,16:05:40
4,18.5728,-96.0525,119.4,"35 km al NORESTE de TIERRA BLANCA, VER",2020-05-29,18:39:55
4.1,16.4617,-96.1188,68.2,"53 km al NORESTE de MIAHUATLAN, OAX",2020-05-29,21:05:31
4.3,15.8818,-94.0788,100.6,"41 km al SUROESTE de TONALA, CHIS",2020-05-30,1:24:00
4.1,15.9707,-96.0455,50.2,"24 km al NORESTE de CRUCECITA, OAX",2020-05-30,4:28:44
4.1,16.8843,-93.9852,160.6,"35 km al NOROESTE de CINTALAPA, CHIS",2020-05-30,6:49:00
4,14.875,-94.2252,16.1,"141 km al SUROESTE de PIJIJIAPAN, CHIS",2020-05-30,7:16:44
4,16.6438,-95.443,5.9,"38 km al OESTE de CD IXTEPEC, OAX",2020-05-30,8:24:00
4,16.8638,-99.9745,5.1,"8 km al OESTE de ACAPULCO, GRO",2020-05-30,11:08:14
4.1,18.2688,-100.102,52.3,"20 km al ESTE de ARCELIA, GRO",2020-05-30,11:38:26
4.2,14.3958,-93.9985,12.3,"166 km al SUROESTE de MAPASTEPEC, CHIS",2020-05-30,11:40:10
4.1,17.0535,-94.0637,174,"54 km al NOROESTE de CINTALAPA, CHIS",2020-05-30,18:29:05
4,16.9305,-95.1953,110.8,"18 km al NOROESTE de MATIAS ROMERO, OAX",2020-05-31,9:11:16
4.1,22.392,-107.702,8.3,"162 km al SUROESTE de MAZATLAN, SIN",2020-05-31,9:57:39
4.2,13.557,-92.3045,15,"125 km al SUR de CD HIDALGO, CHIS",2020-05-31,11:47:25
4.1,17.347,-100.927,35.5,"35 km al NOROESTE de TECPAN, GRO",2020-05-31,11:51:37
4,17.3435,-100.925,33,"34 km al NOROESTE de TECPAN, GRO",2020-05-31,11:53:52
4.3,14.5043,-92.7522,59.7,"68 km al SUROESTE de CD HIDALGO, CHIS",2020-05-31,18:54:36
4,15.5842,-95.8738,16.1,"35 km al SURESTE de CRUCECITA, OAX",2020-06-01,6:31:56
4.1,13.552,-92.445,27.6,"129 km al SUR de CD HIDALGO, CHIS",2020-06-01,8:09:46
4.3,22.4157,-108.117,9,"178 km al SURESTE de SAN JOSE DEL CABO, BCS",2020-06-01,14:59:01
4.5,15.1065,-94.4547,16.8,"132 km al SUROESTE de TONALA, CHIS",2020-06-01,19:28:14
4,17.0947,-95.7402,63.4,"78 km al NOROESTE de MATIAS ROMERO, OAX",2020-06-02,11:19:25
4,15.5415,-95.007,31.6,"74 km al SURESTE de SALINA CRUZ, OAX",2020-06-02,12:58:18
4,16.4082,-95.0817,31.3,"7 km al SUROESTE de JUCHITAN DE ZARAGOZA, OAX",2020-06-03,9:47:15
4.1,29.1178,-105.041,15,"78 km al SUROESTE de MANUEL OJINAGA, CHIH",2020-06-03,12:57:58
4.4,15.8302,-98.1773,16.9,"58 km al SUR de PINOTEPA NACIONAL, OAX",2020-06-03,14:32:25
4.1,16.621,-99.3307,4.9,"20 km al SURESTE de SAN MARCOS, GRO",2020-06-04,10:21:15
4.1,14.3512,-93.8612,44.7,"159 km al SUROESTE de MAPASTEPEC, CHIS",2020-06-04,23:15:06
4.2,15.1118,-97.247,16.1,"85 km al SUR de PUERTO ESCONDIDO, OAX",2020-06-05,1:46:15
4,15.1022,-94.4283,38.6,"131 km al SUROESTE de TONALA, CHIS",2020-06-05,9:30:42
4.1,17.2078,-95.0367,129.3,"37 km al NORTE de MATIAS ROMERO, OAX",2020-06-05,10:04:02
4.3,16.5078,-99.1307,15.7,"42 km al SURESTE de SAN MARCOS, GRO",2020-06-05,16:04:49
